Series ID,FXRUSD,FXRTWI,FXREUR,FXRJY,FXRUKPS,FXRSF,FXRNZD,FXRCD,FXRHKD,FXRSD,FXRMR,FXRNTD,FXRSKW,FXRIR,FXRCR,FXRSDR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,FXRIRE,FXRTB,FXRVD,FXRUAED,FXRPNGK,FXRSARD,FXRSARY,FXRSK,FXRPHP
2000-01-04,0.6583,56.5,0.6425,67.38,0.4026,1.0312,1.2553,0.9526,5.1194,1.0911,2.5015,20.31,741.18,4667.0,5.4506,0.4777,,,,,,,,,,,,,,,,,,,,
2000-01-05,0.6558,56.3,0.6358,67.53,0.4005,1.02,1.2636,0.953,5.1005,1.0863,2.492,20.11,742.79,4699.0,5.43,0.4751,,,,,,,,,,,,,,,,,,,,
2000-01-06,0.6582,56.6,0.6368,68.64,0.4004,1.0212,1.2653,0.9547,5.1192,1.0904,2.5012,20.26,748.31,4703.0,5.4498,0.477,,,,,,,,,,,,,,,,,,,,
2000-01-07,0.6539,56.5,0.6347,68.93,0.397,1.0186,1.2702,0.9544,5.0859,1.0882,2.4848,20.17,750.35,4741.0,5.4141,0.4746,,,,,,,,,,,,,,,,,,,,
2000-01-10,0.6556,56.6,0.6371,68.86,0.4002,1.0251,1.2723,0.9554,5.0991,1.0879,2.4913,20.18,745.25,4699.0,5.428,0.4772,,,,,,,,,,,,,,,,,,,,
2000-01-11,0.6558,56.7,0.6389,69.04,0.4006,1.0282,1.2699,0.9544,5.1005,1.0926,2.492,20.19,746.23,4745.0,5.4296,0.4775,,,,,,,,,,,,,,,,,,,,
2000-01-12,0.6583,56.9,0.6374,69.68,0.3994,1.0265,1.2696,0.959,5.1203,1.0974,2.5015,20.28,754.41,4789.0,5.4504,0.4789,,,,,,,,,,,,,,,,,,,,
2000-01-13,0.6629,57.3,0.644,70.04,0.4027,1.0376,1.2736,0.9629,5.1562,1.1055,2.519,20.41,753.72,4760.0,5.4885,0.4827,,,,,,,,,,,,,,,,,,,,
2000-01-14,0.6664,57.6,0.6496,70.69,0.4049,1.0472,1.2796,0.9665,5.184,1.1142,2.5323,20.55,750.57,4808.0,5.5177,0.4854,,,,,,,,,,,,,,,,,,,,
2000-01-17,0.6654,57.6,0.6567,70.03,0.4066,1.0595,1.2804,0.9656,5.1761,1.1131,2.5285,20.51,747.74,4808.0,5.5093,0.4869,,,,,,,,,,,,,,,,,,,,
2000-01-18,0.6633,57.4,0.6562,69.57,0.4059,1.0593,1.2845,0.961,5.1598,1.1089,2.5205,20.46,745.05,4819.0,5.4917,0.4849,,,,,,,,,,,,,,,,,,,,
2000-01-19,0.6644,57.6,0.655,70.24,0.4057,1.0564,1.2876,0.9639,5.1686,1.1112,2.5247,20.49,748.94,4847.0,5.5008,0.4858,,,,,,,,,,,,,,,,,,,,
2000-01-20,0.6634,57.5,0.6562,69.84,0.4037,1.0593,1.2882,0.9635,5.1606,1.1107,2.5209,20.45,752.79,4846.0,5.4928,0.4851,,,,,,,,,,,,,,,,,,,,
2000-01-21,0.6653,57.5,0.6539,69.78,0.4022,1.0545,1.2911,0.9619,5.1747,1.1142,2.5281,20.5,749.53,4860.0,5.5083,0.4865,,,,,,,,,,,,,,,,,,,,
2000-01-24,0.6563,56.9,0.6529,68.92,0.3978,1.053,1.2902,0.9472,5.1052,1.1053,2.4939,20.21,739.29,4804.0,5.4338,0.4794,,,,,,,,,,,,,,,,,,,,
2000-01-25,0.6558,57.0,0.6501,69.27,0.3975,1.0472,1.2904,0.9463,5.1018,1.1038,2.492,20.21,738.07,4804.0,5.4293,0.4802,,,,,,,,,,,,,,,,,,,,
2000-01-27,0.6523,56.8,0.6519,68.91,0.3985,1.0505,1.2846,0.9385,5.0749,1.1023,2.4787,20.07,734.33,4850.0,5.3999,0.4785,,,,,,,,,,,,,,,,,,,,
2000-01-28,0.6511,56.8,0.6593,68.31,0.398,1.0629,1.3064,0.9334,5.0658,1.1033,2.4742,20.0,730.89,4808.0,5.39,0.4785,,,,,,,,,,,,,,,,,,,,
2000-01-31,0.6382,56.0,0.6509,68.2,0.3938,1.0479,1.2901,0.9223,4.9653,1.0869,2.4252,19.61,718.77,4744.0,5.2831,0.4713,,,,,,,,,,,,,,,,,,,,
2000-02-01,0.6358,55.9,0.6549,68.18,0.3939,1.0528,1.2834,0.9201,4.9465,1.0806,2.416,19.51,715.34,4740.0,5.263,0.4695,,,,,,,,,,,,,,,,,,,,
2000-02-02,0.6395,56.4,0.6589,69.51,0.3964,1.0602,1.2945,0.9275,4.9754,1.0867,2.4301,19.66,723.91,4790.0,5.2934,0.4751,,,,,,,,,,,,,,,,,,,,
2000-02-03,0.6343,56.0,0.652,68.72,0.3949,1.0503,1.2825,0.9121,4.9349,1.0742,2.4103,19.5,716.76,4849.0,5.2503,0.4722,,,,,,,,,,,,,,,,,,,,
2000-02-04,0.6333,55.6,0.6401,68.05,0.3958,1.0281,1.2799,0.9134,4.9276,1.0684,2.4065,19.49,715.31,4764.0,5.243,0.4698,,,,,,,,,,,,,,,,,,,,
2000-02-07,0.6388,56.2,0.6506,68.71,0.401,1.0455,1.2838,0.9195,4.9705,1.0801,2.4274,19.65,720.98,4781.0,5.2885,0.4743,,,,,,,,,,,,,,,,,,,,
2000-02-08,0.6358,56.1,0.648,69.42,0.3972,1.0412,1.2847,0.9204,4.947,1.0772,2.416,19.58,717.72,4743.0,5.2637,0.473,,,,,,,,,,,,,,,,,,,,
2000-02-09,0.6332,55.7,0.6406,69.03,0.3932,1.0305,1.287,0.9152,4.9265,1.0718,2.4062,19.37,712.44,4619.0,5.2421,0.4702,,,,,,,,,,,,,,,,,,,,
2000-02-10,0.6348,55.7,0.6384,68.98,0.3927,1.0267,1.2837,0.917,4.9394,1.0726,2.4122,19.38,711.13,4609.0,5.2554,0.4707,,,,,,,,,,,,,,,,,,,,
2000-02-11,0.6286,55.3,0.6378,68.67,0.3905,1.0248,1.2795,0.9111,4.8914,1.0647,2.3887,19.24,700.54,4608.0,5.2041,0.4663,,,,,,,,,,,,,,,,,,,,
2000-02-14,0.6328,55.6,0.6413,68.6,0.397,1.03,1.2818,0.9176,4.9235,1.0706,2.4046,19.36,708.07,4588.0,5.2384,0.4701,,,,,,,,,,,,,,,,,,,,
2000-02-15,0.6263,55.2,0.6399,68.1,0.3942,1.0287,1.2868,0.912,4.8734,1.0606,2.3799,19.22,706.15,4550.0,5.1844,0.466,,,,,,,,,,,,,,,,,,,,
2000-02-16,0.6323,55.8,0.6442,69.07,0.396,1.0341,1.2875,0.9197,4.9201,1.0741,2.4027,19.4,710.96,4666.0,5.234,0.4697,,,,,,,,,,,,,,,,,,,,
2000-02-17,0.6305,55.6,0.6399,69.44,0.3925,1.0261,1.2831,0.9169,4.9066,1.0745,2.3959,19.36,711.96,4651.0,5.2191,0.4688,,,,,,,,,,,,,,,,,,,,
2000-02-18,0.6328,55.9,0.64,70.17,0.3935,1.0268,1.2851,0.9179,4.9241,1.0783,2.4046,19.44,715.44,4708.0,5.2378,0.4707,,,,,,,,,,,,,,,,,,,,
2000-02-21,0.6277,55.5,0.6365,69.38,0.3924,1.0208,1.2826,0.9104,4.8839,1.0724,2.3853,19.26,710.31,4669.0,5.1956,0.4678,,,,,,,,,,,,,,,,,,,,
2000-02-22,0.6261,55.4,0.6308,69.83,0.3899,1.0121,1.2785,0.9118,4.8726,1.0691,2.3792,19.25,710.44,4661.0,5.1825,0.4668,,,,,,,,,,,,,,,,,,,,
2000-02-23,0.6218,54.8,0.6179,68.63,0.3853,0.9936,1.2739,0.9095,4.8392,1.0609,2.3628,19.14,704.69,4611.0,5.1468,0.46,,,,,,,,,,,,,,,,,,,,
2000-02-24,0.6213,54.9,0.619,68.95,0.3872,0.9977,1.2669,0.9082,4.835,1.0634,2.3609,19.14,708.03,4632.0,5.1431,0.4607,,,,,,,,,,,,,,,,,,,,
2000-02-25,0.6179,54.7,0.6238,68.52,0.3863,1.0039,1.2659,0.899,4.8088,1.0586,2.348,19.02,704.93,4647.0,5.115,0.4592,,,,,,,,,,,,,,,,,,,,
2000-02-28,0.6136,54.4,0.644,66.69,0.3851,1.0321,1.2659,0.8901,4.7755,1.0478,2.3317,18.88,693.37,4554.0,5.0797,0.4582,,,,,,,,,,,,,,,,,,,,
2000-02-29,0.6143,54.5,0.6347,67.72,0.3846,1.0194,1.2635,0.8926,4.7808,1.0538,2.3343,18.88,695.23,4597.0,5.0855,0.4588,,,,,,,,,,,,,,,,,,,,
2000-03-01,0.6074,53.8,0.6281,66.35,0.3843,1.0076,1.2521,0.8822,4.7273,1.0444,2.3081,18.67,685.6,4510.0,5.0284,0.4537,,,,,,,,,,,,,,,,,,,,
2000-03-02,0.6074,53.5,0.6232,65.26,0.383,1.0012,1.2426,0.8801,4.7271,1.0428,2.3081,18.65,682.05,4486.0,5.0284,0.4526,,,,,,,,,,,,,,,,,,,,
2000-03-03,0.6092,53.8,0.6325,65.46,0.3863,1.0163,1.2415,0.8871,4.7415,1.0475,2.315,18.7,682.61,4540.0,5.0434,0.4545,,,,,,,,,,,,,,,,,,,,
2000-03-06,0.6048,53.4,0.6315,64.99,0.3824,1.0144,1.2376,0.8784,4.7075,1.043,2.2982,18.6,676.68,4494.0,5.0071,0.4515,,,,,,,,,,,,,,,,,,,,
2000-03-07,0.6018,53.3,0.6278,64.92,0.3822,1.0096,1.2467,0.8751,4.6841,1.0353,2.2868,18.51,672.84,4498.0,4.982,0.4497,,,,,,,,,,,,,,,,,,,,
2000-03-08,0.6035,53.4,0.6302,64.63,0.3822,1.0119,1.2526,0.879,4.6977,1.0373,2.2933,18.56,676.25,4505.0,4.996,0.4505,,,,,,,,,,,,,,,,,,,,
2000-03-09,0.613,54.0,0.6373,65.44,0.388,1.0242,1.25,0.8924,4.7717,1.048,2.3294,18.85,686.16,4533.0,5.0748,0.4577,,,,,,,,,,,,,,,,,,,,
2000-03-10,0.6158,54.2,0.6364,65.55,0.3889,1.0227,1.2456,0.8964,4.7936,1.0527,2.34,18.94,689.08,4560.0,5.098,0.4578,,,,,,,,,,,,,,,,,,,,
2000-03-13,0.6124,53.9,0.6352,64.88,0.3885,1.022,1.2442,0.8924,4.7672,1.0447,2.3271,18.83,686.41,4523.0,5.0698,0.456,,,,,,,,,,,,,,,,,,,,
2000-03-14,0.6169,54.2,0.6396,65.04,0.391,1.0302,1.2567,0.9016,4.8021,1.0527,2.3442,18.97,691.36,4587.0,5.1068,0.4582,,,,,,,,,,,,,,,,,,,,
2000-03-15,0.6124,53.8,0.6333,64.23,0.3887,1.0206,1.2609,0.8964,4.7671,1.0463,2.3271,18.83,683.93,4551.0,5.0694,0.4553,,,,,,,,,,,,,,,,,,,,
2000-03-16,0.6146,54.0,0.6346,64.86,0.3909,1.0229,1.253,0.9016,4.7842,1.0524,2.3355,18.9,686.75,4579.0,5.0875,0.4571,,,,,,,,,,,,,,,,,,,,
2000-03-17,0.6107,53.7,0.6301,64.69,0.388,1.0153,1.2509,0.8993,4.7541,1.0454,2.3207,18.79,682.76,4547.0,5.0552,0.4532,,,,,,,,,,,,,,,,,,,,
2000-03-20,0.606,53.4,0.6233,64.59,0.3855,1.0043,1.2521,0.8909,4.7178,1.041,2.3028,18.66,677.45,4515.0,5.0168,0.4508,,,,,,,,,,,,,,,,,,,,
2000-03-21,0.6096,53.7,0.6263,64.99,0.3886,1.0096,1.2474,0.8951,4.746,1.0478,2.3165,18.73,681.35,4542.0,5.0466,0.454,,,,,,,,,,,,,,,,,,,,
2000-03-22,0.6088,53.7,0.634,65.06,0.3878,1.0223,1.2458,0.8953,4.7398,1.0473,2.3134,18.71,679.09,4550.0,5.0398,0.453,,,,,,,,,,,,,,,,,,,,
2000-03-23,0.604,53.3,0.6286,64.88,0.3831,1.011,1.2397,0.8888,4.7024,1.0345,2.2952,18.53,671.16,4503.0,5.0001,0.451,,,,,,,,,,,,,,,,,,,,
2000-03-24,0.6073,53.4,0.6233,65.27,0.3822,0.9977,1.2404,0.8917,4.7276,1.04,2.3077,18.61,673.22,4527.0,5.0277,0.4523,,,,,,,,,,,,,,,,,,,,
2000-03-27,0.6126,53.7,0.6265,65.44,0.3844,0.9948,1.2319,0.8959,4.7691,1.0506,2.3279,18.76,680.6,4585.0,5.0717,0.4556,,,,,,,,,,,,,,,,,,,,
2000-03-28,0.6143,53.9,0.6347,65.37,0.3864,1.0093,1.2213,0.8945,4.7821,1.0523,2.3343,18.8,682.49,4607.0,5.0859,0.4566,,,,,,,,,,,,,,,,,,,,
2000-03-29,0.6116,53.7,0.6379,64.85,0.3846,1.0155,1.2191,0.8898,4.7614,1.0499,2.3241,18.71,679.7,4657.0,5.0637,0.4545,,,,,,,,,,,,,,,,,,,,
2000-03-30,0.6115,53.7,0.6411,64.54,0.3839,1.0217,1.2255,0.8918,4.7614,1.051,2.3237,18.64,677.51,4634.0,5.0625,0.4558,,,,,,,,,,,,,,,,,,,,
2000-03-31,0.6055,53.1,0.6317,63.77,0.3799,1.0056,1.2198,0.8817,4.7147,1.0411,2.3009,18.46,669.86,4611.0,5.0128,0.4506,,,,,,,,,,,,,,,,,,,,
2000-04-03,0.6071,53.3,0.6371,63.62,0.382,1.0132,1.2213,0.8801,4.727,1.0404,2.307,18.49,675.25,4634.0,5.026,0.4492,,,,,,,,,,,,,,,,,,,,
2000-04-04,0.603,52.9,0.631,63.34,0.3774,0.9974,1.2116,0.8746,4.6951,1.036,2.2914,18.37,670.84,4661.0,4.992,0.4481,,,,,,,,,,,,,,,,,,,,
2000-04-05,0.6053,53.1,0.629,63.79,0.3797,0.9919,1.2063,0.8796,4.7134,1.039,2.3001,18.43,674.0,4673.0,5.0113,0.4507,,,,,,,,,,,,,,,,,,,,
2000-04-06,0.6057,53.1,0.6298,63.55,0.3818,0.992,1.208,0.8792,4.7163,1.0395,2.3017,18.47,673.42,4715.0,5.0149,0.4494,,,,,,,,,,,,,,,,,,,,
2000-04-07,0.5998,52.6,0.6268,62.96,0.3795,0.9855,1.2051,0.8715,4.671,1.0272,2.2792,18.27,665.48,4594.0,4.966,0.4459,,,,,,,,,,,,,,,,,,,,
2000-04-10,0.5977,52.5,0.6249,63.3,0.3781,0.9802,1.2033,0.8716,4.6545,1.0261,2.2713,18.12,662.4,4584.0,4.9487,0.4448,,,,,,,,,,,,,,,,,,,,
2000-04-11,0.595,52.3,0.6182,63.49,0.3756,0.9713,1.1933,0.8701,4.6333,1.0237,2.261,18.03,659.8,4533.0,4.9265,0.4438,,,,,,,,,,,,,,,,,,,,
2000-04-12,0.5965,52.5,0.6219,63.55,0.3758,0.98,1.1961,0.8733,4.6449,1.0264,2.2667,18.08,661.76,4559.0,4.9385,0.4445,,,,,,,,,,,,,,,,,,,,
2000-04-13,0.5986,52.6,0.6251,63.39,0.3768,0.9837,1.1991,0.8755,4.6618,1.0292,2.2747,18.16,662.35,4561.0,4.9562,0.4458,,,,,,,,,,,,,,,,,,,,
2000-04-14,0.5977,52.5,0.6267,63.29,0.3768,0.9864,1.2007,0.8793,4.6549,1.023,2.2713,18.21,663.57,4551.0,4.9486,0.4454,,,,,,,,,,,,,,,,,,,,
2000-04-17,0.6028,52.7,0.6251,62.61,0.379,0.9808,1.2032,0.89,4.6947,1.029,2.2906,18.41,671.67,4633.0,4.9908,0.4484,,,,,,,,,,,,,,,,,,,,
2000-04-18,0.595,52.3,0.6264,62.15,0.377,0.9827,1.2023,0.8834,4.6341,1.0113,2.261,18.15,660.78,4599.0,4.9262,0.4422,,,,,,,,,,,,,,,,,,,,
2000-04-19,0.5972,52.5,0.6312,62.62,0.3787,0.9937,1.1987,0.8841,4.6511,1.014,2.2694,18.25,662.41,4646.0,4.9442,0.4449,,,,,,,,,,,,,,,,,,,,
2000-04-20,0.5964,52.5,0.6337,62.39,0.3773,0.995,1.1969,0.8799,4.6451,1.0121,2.2663,18.24,661.68,4771.0,4.9378,0.4454,,,,,,,,,,,,,,,,,,,,
2000-04-26,0.5887,52.2,0.6398,62.18,0.3727,1.0054,1.2081,0.8644,4.5851,1.0043,2.2371,18.04,652.43,4733.0,4.8739,0.4421,,,,,,,,,,,,,,,,,,,,
2000-04-27,0.5902,52.3,0.6405,62.74,0.3744,1.0065,1.2084,0.8707,4.5962,1.0059,2.2428,18.08,655.24,4697.0,4.8866,0.4443,,,,,,,,,,,,,,,,,,,,
2000-04-28,0.5909,52.5,0.6483,62.91,0.3758,1.0194,1.2069,0.8731,4.6026,1.0076,2.2454,18.09,655.4,4698.0,4.8925,0.4463,,,,,,,,,,,,,,,,,,,,
2000-05-01,0.5808,51.8,0.6372,62.68,0.3737,0.9973,1.2005,0.861,4.5239,0.9923,2.207,17.79,644.54,4652.0,4.809,0.4404,,,,,,,,,,,,,,,,,,,,
2000-05-02,0.5845,52.2,0.638,63.41,0.3755,0.9991,1.2044,0.8641,4.553,1.0022,2.2211,17.93,648.94,4694.0,4.8396,0.4446,,,,,,,,,,,,,,,,,,,,
2000-05-03,0.59,52.7,0.6494,64.04,0.378,1.0114,1.2038,0.8767,4.5959,1.013,2.242,18.11,654.69,4735.0,4.8851,0.4486,,,,,,,,,,,,,,,,,,,,
2000-05-04,0.5885,52.8,0.6592,64.27,0.377,1.0177,1.2047,0.8789,4.5844,1.0133,2.2363,18.06,653.59,4687.0,4.8727,0.4495,,,,,,,,,,,,,,,,,,,,
2000-05-05,0.5936,53.1,0.6661,64.07,0.3854,1.0316,1.2102,0.8871,4.6241,1.021,2.2557,18.2,659.49,4731.0,4.9149,0.4532,,,,,,,,,,,,,,,,,,,,
2000-05-08,0.5871,52.6,0.6518,63.91,0.3833,1.0124,1.2048,0.8758,4.5732,1.0129,2.231,18.02,651.33,4688.0,4.8611,0.4492,,,,,,,,,,,,,,,,,,,,
2000-05-09,0.5815,52.2,0.6479,63.44,0.3792,1.0034,1.2112,0.8681,4.5293,1.0036,2.2097,17.84,645.26,4690.0,4.8147,0.4449,,,,,,,,,,,,,,,,,,,,
2000-05-10,0.5824,52.3,0.6417,63.72,0.3801,0.9982,1.2156,0.8674,4.537,1.0077,2.2131,17.89,645.82,4761.0,4.8217,0.445,,,,,,,,,,,,,,,,,,,,
2000-05-11,0.578,52.1,0.6391,63.55,0.3825,0.995,1.2166,0.8635,4.5027,1.0024,2.1964,17.77,641.06,4841.0,4.785,0.4409,,,,,,,,,,,,,,,,,,,,
2000-05-12,0.58,52.2,0.6422,62.72,0.3853,1.0003,1.2131,0.8629,4.5181,1.0011,2.204,17.83,645.05,4965.0,4.8014,0.4434,,,,,,,,,,,,,,,,,,,,
2000-05-15,0.5774,51.9,0.6296,62.79,0.3802,0.9793,1.21,0.8578,4.4976,0.9983,2.1941,17.76,644.15,5014.0,4.7796,0.4407,,,,,,,,,,,,,,,,,,,,
2000-05-16,0.5765,51.9,0.6353,62.83,0.3832,0.9882,1.2188,0.857,4.4903,0.9973,2.1907,17.76,643.26,4964.0,4.7721,0.4394,,,,,,,,,,,,,,,,,,,,
2000-05-17,0.57,51.5,0.6319,62.34,0.3807,0.9797,1.229,0.8477,4.441,0.9867,2.166,17.53,635.49,4851.0,4.718,0.4366,,,,,,,,,,,,,,,,,,,,
2000-05-18,0.5705,51.6,0.6385,62.16,0.382,0.9907,1.2443,0.8544,4.4447,0.9888,2.1679,17.51,637.62,4869.0,4.7219,0.4387,,,,,,,,,,,,,,,,,,,,
2000-05-19,0.5745,52.0,0.6424,62.34,0.3883,0.9989,1.2585,0.8617,4.4759,0.9934,2.1831,17.65,646.6,4846.0,4.7553,0.4413,,,,,,,,,,,,,,,,,,,,
2000-05-22,0.5728,51.6,0.6385,61.29,0.386,0.9911,1.2512,0.8567,4.4621,0.9883,2.1766,17.58,645.12,4740.0,4.741,0.4384,,,,,,,,,,,,,,,,,,,,
2000-05-23,0.5768,52.0,0.6371,61.74,0.3868,0.9915,1.2517,0.864,4.4943,0.9995,2.1918,17.73,653.17,4874.0,4.7742,0.44,,,,,,,,,,,,,,,,,,,,
2000-05-24,0.571,51.5,0.631,60.88,0.3876,0.9847,1.2636,0.8612,4.449,0.9905,2.1698,17.6,647.8,4845.0,4.7261,0.4352,,,,,,,,,,,,,,,,,,,,
2000-05-25,0.5732,51.8,0.6339,61.71,0.3884,0.9882,1.2554,0.8655,4.4664,0.9943,2.1782,17.66,648.0,4849.0,4.7443,0.4378,,,,,,,,,,,,,,,,,,,,
2000-05-26,0.5705,51.4,0.6218,61.35,0.3869,0.9734,1.2574,0.8573,4.4453,0.989,2.1679,17.58,648.54,4858.0,4.7222,0.436,,,,,,,,,,,,,,,,,,,,
2000-05-29,0.5743,51.6,0.6175,61.34,0.3849,0.9665,1.2477,0.8628,4.4748,0.9955,2.1823,17.71,653.84,4942.0,4.7535,0.4357,,,,,,,,,,,,,,,,,,,,
2000-05-30,0.577,51.8,0.6215,61.69,0.3861,0.9741,1.2533,0.866,4.4957,1.0006,2.1926,17.82,654.09,5005.0,4.7757,0.4375,,,,,,,,,,,,,,,,,,,,
2000-05-31,0.5735,51.4,0.6161,61.16,0.3829,0.9682,1.2486,0.8628,4.469,0.9931,2.1793,17.65,647.4,4944.0,4.747,0.4333,,,,,,,,,,,,,,,,,,,,
2000-06-01,0.574,51.6,0.6136,62.21,0.3825,0.9659,1.2535,0.8583,4.4728,0.9934,2.1812,17.7,649.65,4793.0,4.7512,0.4355,,,,,,,,,,,,,,,,,,,,
2000-06-02,0.5715,51.4,0.614,61.95,0.3821,0.9648,1.2503,0.8523,4.4528,0.986,2.1717,17.61,643.42,4826.0,4.7304,0.4341,,,,,,,,,,,,,,,,,,,,
2000-06-05,0.581,51.9,0.6152,62.84,0.3846,0.9681,1.2415,0.8585,4.5272,0.9998,2.2078,17.89,650.46,4907.0,4.809,0.4388,,,,,,,,,,,,,,,,,,,,
2000-06-06,0.5811,51.8,0.6133,62.22,0.383,0.9655,1.2425,0.8577,4.5285,0.9995,2.2082,17.87,648.8,4960.0,4.8098,0.4381,,,,,,,,,,,,,,,,,,,,
2000-06-07,0.5885,52.3,0.6167,62.38,0.3857,0.9676,1.2421,0.8692,4.5862,1.0131,2.2363,18.12,655.35,5073.0,4.8712,0.4399,,,,,,,,,,,,,,,,,,,,
2000-06-08,0.5895,52.4,0.6144,62.3,0.388,0.9636,1.254,0.8716,4.5941,1.0152,2.2401,18.16,656.88,5096.0,4.8795,0.4412,,,,,,,,,,,,,,,,,,,,
2000-06-09,0.587,52.3,0.6145,62.33,0.389,0.9622,1.2519,0.8676,4.5745,1.013,2.2306,18.06,654.45,5069.0,4.8589,0.4406,,,,,,,,,,,,,,,,,,,,
2000-06-13,0.5909,52.6,0.6187,63.03,0.3905,0.9659,1.2567,0.8721,4.6054,1.018,2.2454,18.2,658.59,5067.0,4.8909,0.4437,,,,,,,,,,,,,,,,,,,,
2000-06-14,0.6017,53.4,0.6241,64.06,0.3984,0.9757,1.2673,0.8826,4.6892,1.0358,2.2865,18.53,670.62,5163.0,4.9803,0.4511,,,,,,,,,,,,,,,,,,,,
2000-06-15,0.6004,53.4,0.627,63.99,0.4006,0.9799,1.2766,0.8819,4.6787,1.033,2.2815,18.52,669.15,5118.0,4.9694,0.4505,,,,,,,,,,,,,,,,,,,,
2000-06-16,0.6072,54.0,0.6375,64.65,0.4015,0.9954,1.2778,0.8964,4.7325,1.0472,2.3074,18.72,677.85,5204.0,5.0257,0.4563,,,,,,,,,,,,,,,,,,,,
2000-06-19,0.6038,53.6,0.6246,64.09,0.3986,0.9747,1.2666,0.8866,4.7061,1.0434,2.2944,18.63,675.95,5208.0,4.9975,0.4524,,,,,,,,,,,,,,,,,,,,
2000-06-20,0.6054,53.8,0.6324,63.95,0.4004,0.9857,1.2681,0.8878,4.7184,1.0495,2.3005,18.67,677.17,5242.0,5.0108,0.4533,,,,,,,,,,,,,,,,,,,,
2000-06-21,0.5998,53.3,0.6305,63.15,0.3963,0.9794,1.2659,0.8821,4.6744,1.0392,2.2792,18.49,671.21,5168.0,4.9645,0.4495,,,,,,,,,,,,,,,,,,,,
2000-06-22,0.6018,53.6,0.6359,63.4,0.4011,0.9855,1.2677,0.8869,4.6899,1.0436,2.2868,18.54,673.05,5224.0,4.9812,0.451,,,,,,,,,,,,,,,,,,,,
2000-06-23,0.5956,53.0,0.6354,62.29,0.3942,0.9854,1.2662,0.8794,4.6415,1.0313,2.2633,18.32,666.66,5173.0,4.9298,0.4472,,,,,,,,,,,,,,,,,,,,
2000-06-26,0.5931,52.8,0.6331,61.96,0.395,0.9825,1.2657,0.8805,4.6214,1.028,2.2538,18.26,663.56,5160.0,4.909,0.4459,,,,,,,,,,,,,,,,,,,,
2000-06-27,0.601,53.6,0.6402,63.47,0.401,0.9909,1.2798,0.8909,4.6842,1.0405,2.2838,18.5,671.56,5217.0,4.9747,0.4529,,,,,,,,,,,,,,,,,,,,
2000-06-28,0.6003,53.5,0.6342,63.34,0.3988,0.9811,1.2783,0.889,4.6793,1.0409,2.2811,18.5,670.45,5208.0,4.9689,0.4517,,,,,,,,,,,,,,,,,,,,
2000-06-29,0.6019,53.6,0.6377,63.25,0.3981,0.9895,1.29,0.889,4.6917,1.044,2.2872,18.54,671.06,5249.0,4.9822,0.4521,,,,,,,,,,,,,,,,,,,,
2000-06-30,0.5986,53.3,0.6282,63.19,0.3941,0.9784,1.278,0.888,4.6662,1.0351,2.2747,18.44,667.56,5229.0,4.9552,0.4481,,,,,,,,,,,,,,,,,,,,
2000-07-03,0.6013,53.6,0.6303,63.84,0.3966,0.9817,1.2835,0.8896,4.6874,1.0401,2.2849,18.51,669.31,5331.0,4.9777,0.4497,,,,,,,,,,,,,,,,,,,,
2000-07-04,0.5985,53.5,0.6317,63.61,0.3955,0.9802,1.2841,0.8864,4.6658,1.0364,2.2743,18.44,667.09,5370.0,4.9547,0.4491,,,,,,,,,,,,,,,,,,,,
2000-07-05,0.5953,53.2,0.6254,63.1,0.3939,0.9722,1.2833,0.8846,4.6409,1.0331,2.2621,18.34,664.86,5432.0,4.9284,0.4471,,,,,,,,,,,,,,,,,,,,
2000-07-06,0.5908,52.9,0.6192,63.28,0.3917,0.9579,1.2818,0.8792,4.606,1.0262,2.245,18.21,661.16,5477.0,4.8911,0.4436,,,,,,,,,,,,,,,,,,,,
2000-07-07,0.5873,52.7,0.6189,63.19,0.3894,0.9569,1.2801,0.8728,4.5789,1.0204,2.23,18.11,655.57,5480.0,4.8623,0.4414,,,,,,,,,,,,,,,,,,,,
2000-07-10,0.5939,53.2,0.623,63.51,0.3918,0.9627,1.2841,0.8799,4.6302,1.0318,2.26,18.32,664.13,5526.0,4.9171,0.4474,,,,,,,,,,,,,,,,,,,,
2000-07-11,0.5915,53.0,0.6186,63.28,0.3902,0.9586,1.2814,0.8743,4.6113,1.0307,2.25,18.24,659.94,5516.0,4.8973,0.4446,,,,,,,,,,,,,,,,,,,,
2000-07-12,0.589,52.9,0.6203,63.12,0.3886,0.963,1.2802,0.8718,4.5919,1.0268,2.24,18.17,656.94,5569.0,4.8766,0.4428,,,,,,,,,,,,,,,,,,,,
2000-07-13,0.5901,53.2,0.627,63.93,0.392,0.9764,1.2784,0.8738,4.6005,1.0284,2.24,18.22,657.14,5650.0,4.8857,0.4456,,,,,,,,,,,,,,,,,,,,
2000-07-14,0.5855,52.8,0.6258,63.37,0.3896,0.9695,1.2692,0.8673,4.565,1.0196,2.22,18.09,651.75,5553.0,4.8474,0.4434,,,,,,,,,,,,,,,,,,,,
2000-07-17,0.5856,52.8,0.6241,63.32,0.3908,0.9672,1.2667,0.8693,4.5659,1.0229,2.23,18.08,651.68,5575.0,4.8485,0.4431,,,,,,,,,,,,,,,,,,,,
